title,latitude,longitude
"Por fin tengo en mis manos el #MetroidDread. Esta muy bueno el juego, de verdad lo recomiendo mucho. Gracias #Nintendo por seguir sacando juego de esta saga. No abandonen a Samus. https://t.co/faMBxeIwUA",27.47371200000001,-99.726569
Que cante en Español el Wiliam Valdés... La verdad no me gusto #EstoyEnQuieroCantar,19.542054,-96.886083
Ayyyyy quiero un taquito de milanesaa,20.478755,-100.439731
"En Corea comúnmente se celebra como parte de un aniversario, el día 100, es por eso que #dearjiminmx decidió tomar esta idea y transformarla, para así escribirle durante 100 a #JIMIN ✍🏻📜🐥💜 es de aquí que nace la idea del proyecto #100dayswithjimin https://t.co/NFDutbsdU2",17.563637,-93.9612025
MLB: Serie Divisional de la Liga Nacional donde Giants (2-1) ganan de visitante ante los campeones Dodgers (1-2) y se ponen a una victoria de avanzar a la serie de campeonato. https://t.co/mpyOnWjYyx,23.9541625,-104.837578
“Compromisos por la Unidad y la Transformación Democrática del Partido de la Revolución Democrática PRD 🔆” #SomosPRD #hacemoslarevolución ☀️ https://t.co/r9efw7szFN,19.432836,-99.153366
"Taquitos de caracol blanco para entrar en cintura... ¡Buenos días, solecitos y demás moluscos locales! ;) #BreakfastOfChampions #DesayunoDeCampeones #RealLife en Tetiz Tacos De Marisco https://t.co/tpnrwfGXhi",21.01580875,-89.58420966
Perro miedo...  Estoy muy feliz aquí en #gaia 🙂,19.652724,-101.27577
@TelemundoSports @LaSelecta_SLV @miseleccionmx Jajaja que ridículos,31.452274000000006,-106.568008
"Acaba de publicar una foto en La Paz, Baja California Sur https://t.co/LItApN2JWA",24.1405,-110.312
"Reporta al 9-1-1 👇  Si observas personas sospechosas cerca de tu domicilio, escuela o negocio, repórtalo a la línea de emergencias.  Estamos para ayudarte. https://t.co/KB0UyuhzSX",29.395932,-111.7372995
"Algunos de los rostros del #novenoaniversario de nuestra #cooperativa   9️⃣ 🎂  Para quienes no nos conocen, somos una #sociedadcooperativa que comenzó a laborar el 1 de octubre del 2012 en Monterrey, N.L.  Trabajamos 2 areas:   🏭 Imprenta digital 🖨 Venta y Renta de copiadoras https://t.co/CeJWWZS4MG",25.6417185,-100.2935915
"Verga IMSS, yo siempre te defendía.",20.676652,-103.335882
"@Gloria_yazR Claro, y café del bueno, vayan haciendo sus encargos",19.0742235,-98.3340725
Escuchen este podcast raza es como la cotorrisa solo que no hablan de popo o de gente con down. https://t.co/da9YStxqs8,25.6502875,-100.366033
@dimefierro En El 2020 &amp; Lo Aceptó Espero Pronto Conocer Al Amor De Mi Vida 😍,23.685934,-99.187904
"@luis_journalist @SGarciaSoto @lopezobrador_ @ManuelBartlett @rocionahle Claro, seguro Iberdrola si deja todo el dienero sucio de corrupción en México, seamos justos, una parte si en sobornos como es tu caso que más bien son migajas",19.4299345,-99.2115105
"Ayer fue un día intenso, genial pero intenso, y no puedo estar más agradecido! 🖖🏽 Una bonita causalidad, una bella diosidencia.  Gracias por estar y por creer.  #TierraForte #RegionalMexicano #TierraCaliente https://t.co/o3LRvj4cao",20.12172,-98.73678
"@chamanesco @M_OlgaSCordero @elpaismexico Pues algo hay de eso (misoginia), pero lo que hay más en este gabinete es incompetencia, sin duda alguna...",20.676652,-103.335882
¡Echa un vistazo al vídeo de El compa marquitos! #TikTok https://t.co/PXmf0xqHkI,19.432836,-99.153366
¿Por que el huevo verde no es verde?  Pregunta seria 🤔,22.3111195,-100.955511
"@josarellanoav Nooo, bueno... Me las mandas por MD 😝😘",20.676652,-103.335882
@SecretoDeLaPina @negro_gonzalezp 🍍🍍🍍es hoy es hoy si nos ven nos saludan....😈😈😈😈😈 https://t.co/WnPmSh6FMr,19.473794,-99.310428
@VicenteFoxQue Otra vez el imbécil de fox. ¿Y no te dió tiempo de terminar la primaria?,19.8533755,-98.9642575
Mis compañeros creen que ya estoy en Mérida y yo estoy en mi casita aún jajajjajajjajajjajajjajajjajajak,21.22812,-89.6748995
@Jorge90225450 Gracias! 😍 singles como tú nos gustaría para pasar un momento rico algún día 😈,25.6417185,-100.2935915
"@linajeaguila En éstos días la solidaridad abunda frente a las grandes tragedias,ojalá este mensaje llegue a todo aquel que pueda apoyarlo 🙏 https://t.co/iCQ49yRAju",19.432836,-99.153366
"Andan bien recios, a la colonia ya pasaron a todos los locales dando la voz de aviso... licencias y permisos actualizados pa'la próxima vuelta que demos, por favor ",22.3111195,-100.955511
@cantinoso que tengas un muy feliz cumpleaños!!! Y que vendas miles miles de crudas más.  Abrazo!,19.4299345,-99.2115105
De esos entrenamientos que te dejan las piernas como Bambi como mi su fuera una muy buena cojida,20.6970525,-105.1485805
"Besirris, y no hagan eso osos paro mejor gomiten o algo pero no cojan en lugares publicos",23.46814,-106.2717475
“Una taza de café para cambiar las cosas que sí puedo y una copa de vino para aceptar las que no.”  Así arrancamos la semana.,20.7152745,-100.4405945
#LosCabos #HuracánPamela  🤙🏻 https://t.co/0d47Tx2QwF,23.269879,-109.7662685
"Buenos días #FelizMartesATodos que sea un gran día, vamos con toda la actitud, hagamos que las cosas sucedan.",19.4857835,-99.182126
"Clara qué si!!!! (@ Sofitel Mexico City Reforma in Mexico, Ciudad de México) https://t.co/yxEgO1p4Ay",19.4285207,-99.1659622
@azuara_rosalba Gracias,25.5835005,-100.48274899999998
Excelentes promociones 👨🏽‍💻👩🏻‍💻,19.0322295,-98.1542665
@fannilaso No funcionó,28.9698625,-111.498181
@anaramioficial @Mia_DOficial @RoniSam_Oficial Sexy y hermosa a todo su explendor,19.418632,-98.9408425
#Rescatan 👮‍♀️👮‍♀️ a persona que atentaba contra su vida en prol. Bernardo Quintana . . . 👉 https://t.co/4VsPhvIJhc,20.7152745,-100.4405945
@IsraelGarciaHdz Así huele el @criter07 cuando anda crudo a pura chingada hormiga,22.3111195,-100.955511
"MLB: Serie de Campeonato de la Liga Americana, que arranca este viernes desde Houston, Texas donde Astros llega a su quinta final de campeonato de manera consecutiva ante el sorprendente Red Sox. https://t.co/Y9gSjpfFbG",23.9541625,-104.837578
" Ven a disfrutar y vivir una experiencia sensorial única… descubre…siente…explora… en un entorno seguro, y con los ojos vendados o sin vendar dejate llevar durante 90 minutos en un encuentro al desnudo  3 menores de 30 años, 3 mayores   grupal hoy 4 pm  Reserva w 5569095612 https://t.co/RkBWdAVaaB",19.380613,-99.1614805
@1961_pilar @Inefable_Ine Buenos Días 🙋🏽‍♀️💐☕🤗,19.1431005,-96.0989905
 Follar la mente de una mujer es un vicio refinado para los entendidos; todos los demás se conforman con el cuerpo”. https://t.co/pueXW91Q2f,32.332876500000005,-116.929102
"@PublimetroCol @BluRadioCo @infopresidencia @ArribaBogota @TransMilenio @transmisitp @NoTransM68 Los que inventaron su sistema de transporte,confuso, desordenado, obsoleto en sus estaciones hubieran visto el de otros países. https://t.co/wHTFCtAVgp",19.4857835,-99.182126
"@christophervele Mientras en juego no sea yo, dale hahaha",18.894686,-96.981183
#LunesDeCactáceas  Purifica el aire en tu entorno laboral.  Estamos para servirte  #FabricandoPaisajismo🪴 https://t.co/1xMGap6PmP,23.6254185,-102.5580375
"Feliz cumpleaños Cristina, deseo que pases un gran día, te mando un abrazo. https://t.co/XKlkq90s3S",19.2515305,-99.5799145
"John paul Jones es uno de los mejores Bajistas, aquí una gran línea de bajo. Sin duda. https://t.co/vvPWx0YONT",24.6624885,-107.3420565
@jeniferlopezxxx Lindas tetas bebé caben en mi boca,19.54393300000001,-99.1642825
@luis_gj ¿Pues con quien duermes que te friega la garganta? 🤣🤣,19.0322295,-98.1542665
#BuenDíaATodos 🌏🌍🌎 https://t.co/Vx5t3nhN82,19.2843215,-99.655676
"martes d hospital y sucu, miércoles d ver al rufián, jueves d ver a madison, viernes d ver a los rufianes dragones n hole, sábado d sucu y besar rufianes, domingo d bajón con algún rufián   como q desde q dije ah q mono el drag mi vida ha mejorado bn rápido, me siento menos solo https://t.co/6Ruj0IZSvy",19.432836,-99.153366
"#HoyTengoAntojoDe compartir el amanecer que nos regala la vida.   “Otro día, otro sol, otra sonrisa, otra esperanza… Hoy ya es un gran día”   📸 @Chigolin_ https://t.co/58Mu6H8rHl",18.933812,-99.260819
"Ayer me cayó un morrito de XVII de último momento, ya estaba por irme a mi trabajo cuando me pidió leche, y yo obediente no me pude negar, le dí a mamar mi verga hasta que me saco toda la que tenía 💦🤭",20.5845305,-87.346982
Las mascotas ya hasta sacaron la ley de derechos de autor con tal de que no se hable de Lozoya.,20.7152745,-100.4405945
"@EdmaryDev @Vschz @GringoJobs Lo que yo siempre les recomiendo es que si sienten que les falta inglés, traten de mantener sus respuestas al grano, pero que sean oraciones completas: sujeto, verbo, complemento. Y que si no entienden, no tengan miedo a pedirme por clarificación.",25.778679,-100.1687175
"El agua es indispensable para tener una vida digna, sin embargo parece que eso no les importa ni a @CuitlahuacGJ ni a los funcionarios de la @CAEV_Ver, pues desde hace meses tienen sin suministro a habitantes de #TantoyucaSinAgua #TantoyucaSinAgua https://t.co/Hr7wa0GbD5",18.9252895,-96.937002
"@MeraryVillegas deseo encarecidamente Diputada, que nunca pase por un problema de salud como el cáncer, Dios la bendiga.",25.6417185,-100.2935915
"Cuando amas alguien, lo amas  con todo y sus defectos  -Venom",25.7817945,-97.8599755
@danylacaja Dejando ver en esa posición a heteros sin nada me prende machin ya espero el sin ropa 🔥,22.560886000000004,-98.082815
🗓Un día como hoy de 1492 surgió un acontecimiento histórico.  🗺Gracias a un espíritu aventurero y la búsqueda de rutas mercantiles se dió el encuentro de dos mundos 🌎 que hace que hoy seamos una mezcla de razas y culturas.   #DíadelaRaza https://t.co/TqvFGMqqmC,20.571807,-100.368967
"Vacuna-Ditto 😬🥴 en Tecámac de Felipe Villanueva Centro, Tecámac de Felipe Villanueva https://t.co/k0hP8yfwxk",19.71277857,-98.97248916
"@carlosmartinh Saben si habrá Vacunación en #Huejotzingo, ya los de 2da dosis de  Aztrazeneca llevamos más de 2 meses esperándola.",19.1650145,-98.4862845
"Jamás me había sentido tan libre y exclusivo, te amo tanto, sé que estaremos juntos hasta que la muerte nos separe ✋🏼🤍 https://t.co/zBCwH2fFyd",19.318697,-99.3055805
Acaba de publicar una foto en Mexico https://t.co/LpFqiE1gLR,23.316667,-102.366667
Después de 15 días sin poder venir al templo del honor en Escuela Superior de Guerra https://t.co/5lu8N3Ag2C,19.31872989,-99.23283921
La mejor afición está en la Región @AlgodonerosUL   #LagunaUnida #LaguneroPrimero  #PIUUUM!!! https://t.co/dpaUWetqIL,25.538969,-103.429269
"Me pone triste ver eventos de perritos,saber que mi britny ya no está y no poder ir,te extraño mucho.",17.3916575,-99.7241815
@Pelucazzzz Es bien culo! https://t.co/7bJZHTBRPo,20.7152745,-100.4405945
Decidí ser feliz un día y ahora estoy buscando al díablo para venderle mi alma.,16.289696,-92.1752655
@DrSylveonPsyq Me disculpas pero habemos los que si vamos por el cafe   Ya lo que pasa despues nunca fue especificado 🙊🙊🙊,20.1056375,-98.775808
"@yeidckol @lopezobrador_ Sería conveniente que llevara las sentencias condenatorias de sus hermanos, Bartlett y Lozoya. El calentamiento global, la globalización económica, la eliminación de reductos dictatoriales en América que quede para otra ocasión.",21.048719,-87.0316645
ay mija a usted nomás no le crece el culo ni los followers,21.849459000000003,-102.327207
@robycop27 Delicia mami,31.452274000000006,-106.568008
Esa draga se debió haber ido al doblaje! NEFASTA!,25.6417185,-100.2935915
"@mackguiver @c4jimenez @Ecatepec @DSPyTEcatepec @FiscaliaEdomex @Claudiashein @lopezobrador_ @OHarfuch Creo que eso fue en el estado de México, reclama al que está gobernando ahí",19.518656,-99.1158905
Voy a twittear pura mamada para que se pierda jajajajaja,18.796835,-97.1649335
@jjessikhur Yo sabía que esto pasaría,21.626666,-104.8725575
Jajaja aweboo ya quitaron está mamada ala verga. pendejo ese!! todavía que se burla de los mexicanos con sus películas pendejas haciéndonos ver cómo retrasados mentales y muchos le aplauden a chingar atu madre @EugenioDerbez,16.9589495,-99.7356495
"No me ha pasado, pero si conozco a un compa así de locochón 🤣",28.008597,-110.676221
@GobEdoSLP Podrían actualizar el canal de GobEdoSLP en telegram,22.3111195,-100.955511
Buenos días sin seducción,19.380613,-99.1614805
"El Cumbanchero 💃🕺 en Cuilacan, Sinaloa, Mexico https://t.co/Vanpm7C4HV",24.7994,-107.39
@zmch88 Enfermedades 😢,28.941866,-106.1628985
@leozuckermann Es el momento de SI involucrarse.  O estamos unidos o no estaremos,20.676652,-103.335882
@laa_bet Igual han de ser lindos no...,20.5845305,-87.346982
@elhierbasxD @ErikEscobedo20 @solsimona1889 @fersmichelle Puede haber otro buen samaritano? Se me antojó su sueño mágicamente,21.048719,-87.0316645
🚨hoy arranca Grupo whatsapp vip🚨 Aun hay espacios  Incluye ✅Contenido diario (fotos y videos)  ✅Interaccion hot ✅Pack de bienvenida ✅Dinámica Hot ✅35 videos sin censura ✅Videos nuevos e inéditos de regalo ✅Premios Hot Pregunta por MD https://t.co/Zt0eAIfTDG,25.6417185,-100.2935915
@BitchPerfect_1 Y bien duro! 🤤,25.6417185,-100.2935915
Comenzamos los lamentos del martes banda 😭😭😭😭😭🤣🤣🤣🤣🤣🤣,20.592133,-103.348324
Un amigo se fue con su hijo a Disney y sentí poca madre verlos bien contentos ❤️,19.328383,-99.15234
Mi papá llega a la casa y pone deportes en todas las tv pero no se queda a ver ninguno 🥴,28.008597,-110.676221
Y siempre es lo mismo con los choferes de la ruta 85 la playa y nunca los sancionan @AnaMafud @karla_minaya @ady_cabriales,25.8057225,-100.640491
@RicardoBSalinas @bazsuperapp Por alguna razón no puedo recargar https://t.co/AbfguIQSBp,31.452274000000006,-106.568008
@mixbonodj A menos que tu seas la razón...,20.676652,-103.335882
@isr_alxo @diegoesc97 Y la perra seguía y seguía. Siento que ha de oler a cajón de viejita. https://t.co/grl74fOe6S,28.941866,-106.1628985
Rolita para ir a la trabajacion 🤑👌 https://t.co/HlJKExEfQg,16.742435500000003,-93.1396595
- Mis ojos me delatan siempre y de todo,19.2362445,-99.08179
@azalea_ovalle @brickmx @delfinagomeza @CansinoBio ¡Claro que las  vacunas  son experimentales! ¡Infórmate bien!,19.183953,-96.2293965
@NancyGrajedaM Saludos,19.318042,-99.2480095
Ya me vi #Diciembre @liveaquacancun en Glorieta Niños Heroes https://t.co/fZs5H5XZef,20.66721095,-103.36851912
"El legendario chicharrón de la Ramos, por fin se me hizo probarlo. 💕🐷 https://t.co/jDC2EJ7YE9",25.764703,-100.293314
¿Sabías que no ganan sus títulos sin ayuda?,19.328383,-99.15234
"Me propuse despertar a las 8 de la mañana, pero ya desperté 😔",21.849459000000003,-102.327207
Hoy da inicio el XXXII Congreso Internacional de Estudios Electorales  Coaliciones Electorales en América Latina  de la @somee_mx  Consulta las actividades a desarrollar en: https://t.co/nrvT1NlDbH https://t.co/spUEIKjuTu,18.5934905,-88.3857435
@lavababa_ Si y no depende el POV,19.518656,-99.1158905
Si no es a ti a quien mas  molesto  con algo así???,22.270295,-97.916772
Que esperas para unirte a mi Grupo de WhatsApp Vip.   Aun tengo lugares pregunta por MD https://t.co/ysymgJhDkR,25.6417185,-100.2935915
"Ah pero la culpa es de Anlo y de su “mal gobierno”, que incitó a la gente para que fueran...",19.56828,-99.0444445
@maximilianoyya @miembrodior Soy nacido en sinaloa se me distingue la vergona!,24.6624885,-107.3420565
@Mayyahuely Gracias amén.,18.933812,-99.260819
‼️‼️Promo 💋 $600 hoy ven 😏 a verme... Ando ganosita 😈 https://t.co/7Jsea5SU97,25.6417185,-100.2935915
@CCA810 te amo preciosa🤤🤤🤤👅👅👅,19.318042,-99.2480095
Descripción gráfica del desastroso gobierno de Clau @RiveraVivanco_,19.0322295,-98.1542665
@macariomx @juanfherrero Correcto.,22.270295,-97.916772
"@alitomorenoc @PRI_Nacional @AccionNacional @PRDMexico @PRI_Nacional no le teman a él excremento MACUSPANO de @lopezobrador_, mandenlo a chspm, yo no confio en el pri, pero es hora de que USTEDES me hagan cambiar de opinión... Haga lo que haga, diga lo que diga, amenace lo que tenga que amenazar, estaremos con USTEDES... pero ya.",25.8073145,-100.3652735
"@Prettycarol161 Wuauuuu no tenía el gusto y en verdad sería un placer poder conocerte, tenemos un grupo de WhatsApp donde somos puras parejas y chicas unicornio te gustaría entrar?",19.518656,-99.1158905
"Qué se sentirá que quieras ver una serie o un docufilme y te diga tu marido, pues búscalo en youtube ahi es gratis. O esas de: No, yo tiré la televisión desde hace más de 20 años y no voy a comprar otra, lo siento, mira youtube en la computadora. La computadora👇🏾 https://t.co/hvFxurxbjQ",31.452274000000006,-106.568008
"I'm at Unidad Deportiva Paseos del Sol in Zapopan, Jalisco https://t.co/5XVE26NSQU",20.63476655,-103.43207406
@CuentaMister No digas estupideces prefiero al barca que al madrid pero benzema es mucho mejor que depay,25.6766035,-100.196134
Más mujeres beneficiadas con su #SalarioRosa para que lo ocupen en lo que a ellas más les hace Falta.,19.6970245,-98.8328625
Que ratero desgraciado,20.790657000000003,-103.4847745
"@INEYucatan Sólo que llegas y no tienen sistema…Col. México, larga fila esperando",20.941035,-89.62361100000003
@koirexx Lo hice para un regalo solamente.,19.328383,-99.15234
"Se construyeron fosas sépticas, bardas y la rehabilitación de las escuelas; además del mejoramiento de las líneas de energías eléctrica #TecomatlánEjemploDeDesarrollo https://t.co/nqpsN4mysv",20.1744365,-98.053888
"Jajajaja pinche inge mierda, que bien me cae.",25.3331755,-100.588311
Haz charcos! 🎧🎶☀️ https://t.co/QYDD1rkS66,19.357257,-99.186596
@BonnieTru acabo de ver de qué se trata lo de la cabeza en la Grama y no me había dado cuenta que era una estatua en Avenida reforma...,19.432836,-99.153366
@LauraMex @kenialopezr Trío de chingonas!  Ellas si me representan,19.473794,-99.310428
"@GabyMeza8 Lo siento, no lo puedo evitar 😂 que pasades, y una locura hacer una nueva peli de  esto , cuando existe,  esto  (scary movie) todo un clásico 👈y ya ni miedo ni susto, solo risas carayyy 🤭 https://t.co/Mfg23MTT3s",19.318042,-99.2480095
Como que Lana Rhodes no toca eel piano? 🎹🎹,19.4857835,-99.182126
Se le quiere mi futura doctora una de las más chingonas en su campo ☺️ y sobre todo excelente profesionista y tía.,19.183953,-96.2293965
"En el plan de López, la CFE no sería un monopolio, sino un monopsonio.",19.518656,-99.1158905
Agenda tu cita #nalgona #piernuda #25año ayuden con su rt #atizapan #tlane #nicolasromero #tetona #nalgona #piernuda 38dd,19.5645875,-99.269192
"@escalalo @JessPichardo12 @chioreya Que te valga. No se saldrán con la  suya y rso les arde. Si note gusta  pues cambiate de país, Así de simple.",19.199485,-99.208364
"Orale, me sigue un Desarrollador de Arkane studios.",24.6624885,-107.3420565
"Tener acceso a personas más inteligentes que tú es una bendición, no una amenaza.",28.941866,-106.1628985
Alguien para que me ponga icyhot en la espalda,28.941866,-106.1628985
"(hoy no mucho, pero pasable)",28.941866,-106.1628985
Asi las cosas.. hoy. https://t.co/AXDatlxTOy,25.6766035,-100.196134
@LiebeTheMinish Voy a tratar de mejorar eso,20.974213,-101.4484795
"Ay no, de las peores noches que he pasadooooo malditos moscos! Los odiooooo😠",20.5226915,-100.772211
"⛰ en Santiago, Nuevo Leon https://t.co/rXUraQbTmg",25.40051,-100.13442
@salvadorvm90 Una hermosura pana la neta,25.244223,-103.23313
Papasitos me encuentro disponible por el centro de Guadalajara hoy dando una cita de 3×1😈👑 Valida de 1:00 a 3pm 3333086172 🤭 https://t.co/0shmCuGU3j,20.838477,-103.6026365
Es triste pero desde los 10 😭 fue horrible porque no solo fue acoso!,19.518656,-99.1158905
@lopezdoriga @blackwi07655663 Todo eso pasa porque en la secretaría de Salud tenemos dos Políticos cuando debían estar dos Doctores.,21.0254965,-101.250134
👊🏻🤓 Creando sinergias con marcas socialmente sensibles con los que más ayudas necesitan.  ¡Bravo @WellmedicHC ! https://t.co/izRULzLtSw,25.374897,-100.2794735
@LauraTamesV Así estuvo mi día y urge que termine Dulces sueños Lau 😴,19.4299345,-99.2115105
@JucaNoticias @Sebasti92665696 Que siga con el mandato,19.432836,-99.153366
@LuluTurismoMx @lopezobrador_ @ABarloventoInfo ¡Estaremos atentos a tu muy probable participación! Pregunta por nosotros 😉,20.7152745,-100.4405945
Tan fatídico que me dí un chingadazo en la frente con la impresora.,20.941035,-89.62361100000003
Amigos #runners aquí los buscan 👇,19.3427885,-99.050461
@ONLYGZUS @ManicomioRunner Te agradezco Jesús🙏🏻va un fuerte abrazo 🤗🤜🤛👊☀️,19.318042,-99.2480095
Me quedo con tu valor ❤️,25.736715,-100.270474
"Me costó dormir, pero lo logré sin embargo a las 2 de la madrugada mis pájaros me levantaron, porque estaban aleteando muy feo, uno se estrellaba contra la jaula, contra el otro pájaro, solo hacen eso cuando alguien se acerca demasiado",19.318042,-99.2480095
Tan mamador el entrevistado cómo el entrevistador.,21.09806,-101.601401
Acaba de publicar una foto en CZ Inmobiliaria y Constructora https://t.co/Odyb8e0Beb,19.029978,-98.1978
@Heidimetal74 @Barr0ca @darveras @EGE1099 @lolaandaluza @Mayala87764733 @clarsss7654321 @Mariocarabantes Gracias Capitán saludos a Pizarrin !!!,21.09806,-101.601401
"Me: Dios, dame una señal  Diosito mandándome la señal… https://t.co/1p62KJmXqI",19.328383,-99.15234
@beltrandelrio Extraordinario editorial Pascal. En resumen todo o que ha destruido López Obrador sin pruebas y lo prácticamente nulo que ha comprobado o construido. En resumen es un gobierno de absoluta destrucción y una desgracia para México.,19.54393300000001,-99.1642825
Trabajar en coordinación con los Ayuntamientos nos permitirá cumplir los objetivos trazados por el Gobernador @omarfayad,20.336581,-98.2078105
Una felicitación al equipo más grande de México!!! 💪🏽💪🏽,20.941035,-89.62361100000003
